ds,yhat,yhat_lower,yhat_upper
2023-04-08,1004.3691751801337,946.3913200393661,1069.3924102181925
2023-04-09,1027.28692935685,968.8309914197506,1087.1743772204895
2023-04-10,1107.2324666691684,1044.3830250918718,1172.9451381985104
2023-04-11,1177.9709670204998,1117.932458449564,1240.7654575413712
2023-04-12,1205.1659587434897,1144.3874730732898,1268.3637580933903
2023-04-13,1148.0008932761452,1090.0788767967435,1213.1759439968187
2023-04-14,1069.0669597911638,1007.6510348781484,1132.5295527734424
2023-04-15,1017.2320757233595,958.9637423565955,1083.2276707414642
2023-04-16,1040.032108557023,980.482553415851,1101.3789422740294
2023-04-17,1119.771730684091,1060.6073753752298,1180.776437107882
2023-04-18,1190.222974922179,1124.1355358793683,1250.4249184898424
2023-04-19,1217.0579948863997,1157.3208397764877,1276.0590511589694
2023-04-20,1159.470365353112,1096.014363924647,1221.2823491733989
2023-04-21,1080.0625864701394,1016.7013657873974,1146.2488819060432
2023-04-22,1027.7147378509649,964.320635634958,1085.8657388456966
2023-04-23,1049.9753486435498,990.5740423418064,1111.2705963430003
2023-04-24,1129.1618963858152,1070.043500766393,1188.9892824685414
2023-04-25,1199.059013157963,1138.5851922050297,1261.9668258628874
2023-04-26,1225.3509137402978,1163.2126745790158,1290.5934315016277
2023-04-27,1167.242390661912,1107.9067624584998,1226.3969485102323
2023-04-28,1087.3374487452718,1026.3299777824216,1153.6461285365754
2023-04-29,1034.5335324014277,975.4538654405106,1092.784820590682
2023-04-30,1056.386417985668,992.5324638439852,1117.2323566168802
2023-05-01,1135.2191878470567,1073.6488110970163,1203.784684452633
2023-05-02,1204.8203671231108,1144.1992432676354,1268.901258907407
2023-05-03,1230.8763384679148,1170.1045840748857,1293.2657125322664
2023-05-04,1172.5923782700395,1110.8833808797724,1235.8975667035377
2023-05-05,1092.5799838287473,1034.1026195130412,1152.4748950102428
2023-05-06,1039.7254401844275,983.5142614053677,1103.1158420225727
2023-05-07,1061.580692351366,1001.1808863502175,1122.4531628243149
2023-05-08,1140.4639325157355,1079.2276033035134,1200.8879057678266
2023-05-09,1210.1579746706389,1150.2830306512492,1271.427559163874
2023-05-10,1236.3429228481582,1172.7106266114545,1290.4268812215491
2023-05-11,1178.2174670866805,1120.0977569700183,1241.2142554416967
2023-05-12,1098.3864671562987,1035.6490662577326,1155.9797765231544
2023-05-13,1045.7297635900877,984.841218046699,1105.6151420730441
2023-05-14,1067.7932732294853,1007.4195735846224,1126.5343870211766
2023-05-15,1146.889771203637,1087.3989145743271,1207.9426401767562
2023-05-16,1216.797425329267,1156.2488890842383,1281.4829215926372
2023-05-17,1243.1925839675143,1182.9467353439504,1307.1305536585928
2023-05-18,1185.271147911132,1123.4778519418803,1243.071924327592
2023-05-19,1105.6361843933196,1042.1013789567448,1169.8257065704254
2023-05-20,1053.16672256719,995.186824719877,1118.5700846847797
2023-05-21,1075.4087891709619,1010.0263152886927,1138.6055490702233
2023-05-22,1154.6760894650897,1098.244428190539,1216.602115651101
2023-05-23,1224.748404129786,1159.9958370157408,1287.852688602255
2023-05-24,1251.3042092354967,1187.2884044302261,1312.7948408122666
2023-05-25,1193.5418570856411,1133.7270298712892,1255.348067667602
2023-05-26,1114.0669841451786,1051.6047058536794,1174.4953085545567
2023-05-27,1061.761094129451,1002.1449461292543,1122.5991294091941
2023-05-28,1084.1609387431163,1018.911760600868,1143.5628113644802
2023-05-29,1163.5933363962133,1099.6822760601742,1229.1934838487325
2023-05-30,1233.8390557059095,1167.6202030311076,1296.8669444132047
2023-05-31,1260.5767313772783,1197.2538930420371,1318.5845928873946
2023-06-01,1203.003930991446,1142.1762387112046,1263.204159356472
2023-06-02,1123.7244899387301,1065.224759182193,1181.8797627530396
2023-06-03,1071.6170668660627,1010.0856729790264,1133.161341865772
2023-06-04,1094.2259900594238,1034.315457631833,1157.1229079259228
2023-06-05,1173.861809736528,1115.0039530785614,1234.4731750587616
2023-06-06,1244.2996346734817,1180.4310406687696,1305.2635379503834
2023-06-07,1271.211765500289,1205.8650422406267,1330.9916554466088
2023-06-08,1213.788964955319,1154.5914596395419,1273.9505699640251
2023-06-09,1134.6280309379433,1073.0483839078465,1195.2449334025714
2023-06-10,1082.6006171176746,1020.3297835397636,1147.9455719087896
2023-06-11,1105.2443626739182,1043.0823106485593,1170.8788208576138
2023-06-12,1184.8637363418127,1122.9448128948154,1243.2274821703913
2023-06-13,1255.228662741081,1191.0559617271824,1316.1025415738272
2023-06-14,1282.0074325913483,1217.8510104441384,1347.7454482314379
2023-06-15,1224.388226421696,1167.9528089161918,1285.4932908441147
2023-06-16,1144.9669073732055,1080.2638303758706,1204.408548419199
2023-06-17,1092.6160183932684,1035.3066828284632,1158.5842110043739
2023-06-18,1114.8760370782402,1053.8191362872692,1176.8891733544965
2023-06-19,1194.0562864458432,1134.0829478712014,1252.6334111446974
2023-06-20,1263.9335644575774,1203.394547328638,1331.5883588187141
2023-06-21,1290.1849906551706,1228.1579042267977,1354.3337019126502
2023-06-22,1232.0093983876457,1170.4663840262588,1295.2632567987887
2023-06-23,1152.01492929168,1091.5198030363988,1215.932273068501
2023-06-24,1099.0877686258245,1038.6778186351562,1157.9442012430245
2023-06-25,1120.7830801897092,1059.110866081401,1186.9541725613576
2023-06-26,1199.4120667588443,1136.388346833784,1258.2144466206776
2023-06-27,1268.780627940131,1209.0661527284065,1330.431456038579
2023-06-28,1294.5813256708839,1237.7488664579548,1353.7728574425064
2023-06-29,1236.027797565099,1172.3467943745009,1300.747026460711
2023-06-30,1155.7418886024036,1093.2643561688078,1218.259580757851
2023-07-01,1102.621933753639,1040.3549065799225,1165.3704979131928
2023-07-02,1124.2332645272943,1061.339137584411,1185.0319786564196
2023-07-03,1202.9083592896538,1139.7127497563245,1264.7619608341372
2023-07-04,1272.4447229390566,1206.5366748318447,1335.4981648935006
2023-07-05,1298.537017590366,1239.215737919032,1363.896502350044
2023-07-06,1240.3977958703351,1180.5847598497435,1299.9314496909442
2023-07-07,1160.6445157001385,1094.5563785546083,1223.4279351121363
2023-07-08,1108.1677957728598,1044.957467059505,1172.4725976244713
2023-07-09,1130.521988775038,1067.4663066956011,1190.0687858862714
2023-07-10,1210.0254936074978,1145.3360208927386,1272.7933825937023
2023-07-11,1280.45889080813,1221.8013751239055,1343.954877521428
2023-07-12,1307.4974186477284,1246.090729572374,1366.8672735396099
2023-07-13,1250.3321345537233,1187.44594897631,1315.283561099371
2023-07-14,1171.5574311652622,1115.8123083871906,1235.4271752828697
2023-07-15,1120.0398542548553,1061.9723808233991,1177.600344176657
2023-07-16,1143.3092854585198,1085.2181841330214,1204.6951200948688
2023-07-17,1223.659895229485,1164.1945306389493,1286.0050429547834
2023-07-18,1294.848933026305,1234.9350362100417,1361.2785353370784
2023-07-19,1322.5298541584248,1259.985400094231,1385.798811653167
2023-07-20,1265.8741095333905,1203.7629597725092,1328.4012753804827
2023-07-21,1187.4592493661319,1126.187776806525,1253.8360319204926
2023-07-22,1136.1382705361762,1074.0528417966236,1196.1039810422658
2023-07-23,1159.4312542092464,1095.4590331690006,1216.1306380069407
2023-07-24,1239.6266845273274,1180.7565271121955,1304.8535377654305
2023-07-25,1310.4791490100902,1249.8376233265433,1374.0653928719057
2023-07-26,1337.6466798614556,1271.2624760464237,1398.6781078527372
2023-07-27,1280.308516216013,1218.1905802690644,1340.6419182227305
2023-07-28,1201.054473858816,1139.219637947607,1263.5699526863984
2023-07-29,1148.7540820393335,1086.744070312641,1208.1991960540217
2023-07-30,1170.9478909006075,1106.7851081375534,1234.665861286561
2023-07-31,1249.9483467098614,1184.935510625732,1308.1252849919867
2023-08-01,1319.5382991295282,1256.2785662045756,1382.8981476478837
2023-08-02,1345.4036428355932,1285.760857011914,1410.4861802795488
2023-08-03,1286.754428295907,1226.60022395279,1347.25300254943
2023-08-04,1206.2121068842341,1146.6806657282325,1272.6813047227338
2023-08-05,1152.6778594071905,1093.1066076149677,1209.503322740617
2023-08-06,1173.723078875501,1109.0492396567233,1232.6890989067117
2023-08-07,1251.6894267573612,1194.051550870418,1311.306016837507
2023-08-08,1320.3865492553,1261.0776599296184,1382.6279077000934
2023-08-09,1345.5239778078153,1277.615227711295,1410.0152664522425
2023-08-10,1286.33156952714,1216.0585454101983,1349.0226997961015
2023-08-11,1205.4461720423553,1148.222782346484,1267.9839631591274
2023-08-12,1151.7794789520817,1087.6270875151804,1211.4494728249047
2023-08-13,1172.9081611801855,1114.7715216412287,1236.4237887692288
2023-08-14,1251.1737048194007,1189.430288029314,1312.6708053287273
2023-08-15,1320.3800498863068,1257.4891833063589,1379.5949178240617
2023-08-16,1346.225558339176,1285.743161427889,1406.6464874769463
2023-08-17,1287.9236673161704,1226.4482696930675,1349.0401950477028
2023-08-18,1208.0899083687023,1144.9476388244682,1266.486574892859
2023-08-19,1155.6102512807395,1094.8584785581186,1215.866471659769
2023-08-20,1178.0318464275326,1118.6110187649492,1241.2445875697988
2023-08-21,1257.6635814406088,1194.0786957369933,1317.1200397258544
2023-08-22,1328.2745286771403,1266.735620888086,1391.8349942247355
2023-08-23,1355.5267911257697,1295.1557119487352,1415.9395474147975
2023-08-24,1298.5970808116576,1239.4875291010108,1360.5076298534207
2023-08-25,1220.0646847114365,1160.7705927790093,1277.6714963803286
2023-08-26,1168.7807532998888,1109.4908287409637,1225.1900357489494
2023-08-27,1192.259959659797,1130.5335584822117,1255.79478518391
2023-08-28,1272.7819203599356,1214.520768548447,1335.54662753616
2023-08-29,1344.0904310617693,1286.4997943397746,1404.3583661565751
2023-08-30,1371.8270029621515,1312.2723009259544,1432.4751412005678
2023-08-31,1315.1530141103717,1258.247026205295,1374.9786721200355
2023-09-01,1236.6381159592218,1173.5930121307927,1299.0210115425386
2023-09-02,1185.1298159392804,1123.0594811709557,1241.8205816844502
2023-09-03,1208.1452758543562,1144.9662168909122,1271.764069056838
2023-09-04,1287.9727123617643,1230.550737916254,1350.390105775684
2023-09-05,1358.3704519770774,1296.852978194482,1416.7556932384396
2023-09-06,1385.0001305215667,1322.9190256711433,1438.9218618403
2023-09-07,1327.0483591004272,1265.4975398440936,1386.759658636762
2023-09-08,1247.114509086528,1180.0604150148909,1308.7681090504418
2023-09-09,1194.0795527442049,1133.6756711169921,1248.849597297541
2023-09-10,1215.497018482983,1155.6513589490783,1277.1760842588008
2023-09-11,1293.6934690167948,1223.896413147292,1359.7168948304989
2023-09-12,1362.4665791256311,1301.736437780334,1419.5158302009966
2023-09-13,1387.5173287707712,1327.3377593901212,1450.2301851143407
2023-09-14,1328.070660393564,1268.935709135978,1392.016496987304
2023-09-15,1246.7622797488687,1182.4799981266542,1311.8297537934013
2023-09-16,1192.5065632297767,1128.4879398672829,1252.9181355352127
2023-09-17,1212.8866556878202,1149.7747493508418,1275.626857849968
2023-09-18,1290.2541900565022,1229.3859805106506,1351.4550207663344
2023-09-19,1358.4267258786986,1294.671152587007,1421.3922574381431
2023-09-20,1383.1194397077281,1318.0050314282591,1444.5687805539667
2023-09-21,1323.565429722632,1259.5068324384042,1385.422168472824
2023-09-22,1242.4023235522825,1178.606182673147,1305.6259407580717
2023-09-23,1188.5401571286636,1130.3098587513934,1250.231218169462
2023-09-24,1209.5516095767052,1148.1329106017733,1268.165118507306
2023-09-25,1287.7720214801147,1221.9092007453598,1349.9128846390272
2023-09-26,1356.9972854552911,1297.0783373470604,1422.6357702353534
2023-09-27,1382.9161296010568,1319.1457288195938,1448.4358046215775
2023-09-28,1324.7311399539412,1267.2405095530505,1385.750924251062
2023-09-29,1245.046191144595,1184.244443563449,1306.6969564567157
2023-09-30,1192.735230859393,1130.0831705641826,1252.0545963226994
2023-10-01,1215.3334780513057,1156.424375951518,1274.1126215124598
2023-10-02,1295.1384360610405,1235.8154105810427,1355.4869297733585
2023-10-03,1365.9087823819186,1304.0831615489374,1426.1767296271328
2023-10-04,1393.2976283819962,1332.1732750219742,1452.3908287212648
2023-10-05,1336.4744685251594,1275.4020437100492,1393.4252236725422
2023-10-06,1258.0134631020767,1199.876577455517,1320.9501826619132
2023-10-07,1206.7629769924363,1145.5650350548774,1268.908527597694
2023-10-08,1230.237414061541,1167.9273453518617,1287.3433768982698
2023-10-09,1310.7187313176314,1248.457536984824,1366.4796124956733
2023-10-10,1381.9556813045522,1321.4185075290527,1444.2769705466328
2023-10-11,1409.5972669310506,1347.3289829851085,1469.5310513556224
2023-10-12,1352.8147235662852,1292.9777702672284,1416.6771209666094
2023-10-13,1274.1896722142424,1213.7555399007704,1336.6126793741344
2023-10-14,1222.583370626382,1162.6109515756364,1284.884211968199
2023-10-15,1245.528110697632,1187.631087576426,1306.2108168022605
2023-10-16,1325.3281591515051,1263.1615152323125,1384.3548626074787
2023-10-17,1395.7583066818218,1339.1753698549805,1456.8438564022488
2023-10-18,1422.4965297442977,1357.723265635793,1485.395936891261
2023-10-19,1364.7451025865867,1303.7618652864198,1421.4265788429866
2023-10-20,1285.1150512117952,1223.4005196543776,1345.9731227639772
2023-10-21,1232.502787351033,1172.2215599388176,1298.2503111019716
2023-10-22,1254.4722278900488,1190.9573468348979,1312.567930869079
2023-10-23,1333.3575934921582,1273.0915001535966,1394.6817780352471
2023-10-24,1402.9610926887008,1346.6887211909068,1464.3497748065577
2023-10-25,1428.984797084976,1367.481218081019,1489.8922177097654
2023-10-26,1370.651067467646,1308.4695387140725,1432.1288120433044
2023-10-27,1290.589218821834,1230.4029896094903,1355.1387211429283
2023-10-28,1237.7033932936315,1178.1922447535735,1300.018345060069
2023-10-29,1259.5627284152927,1200.0939539394612,1321.815020961688
2023-10-30,1338.5012522932168,1273.7118491052697,1405.110437895455
2023-10-31,1408.3156003346012,1347.600087131165,1470.3399575549765
2023-11-01,1434.6970810314024,1374.9968718006712,1497.5703823246874
2023-11-02,1376.8524449568629,1317.0861484561567,1436.6340578178922
2023-11-03,1297.3910350218227,1233.4244584018131,1357.003661518362
2023-11-04,1245.1932730214878,1181.4945125378717,1304.9050452261336
2023-11-05,1267.8015521330337,1205.363774750829,1330.8860582487334
2023-11-06,1347.5209462625585,1284.2595550357623,1409.3988851185127
2023-11-07,1418.1178074411514,1358.1694191660727,1477.811466364992
2023-11-08,1445.252753530097,1381.3991116017285,1507.8940776761563
2023-11-09,1388.102373922224,1321.8765792320921,1445.5813448965755
2023-11-10,1309.2473043901957,1248.157173384574,1370.58473347181
2023-11-11,1257.5415995355186,1196.1379896382716,1321.4453392974988
2023-11-12,1280.5044469748789,1221.2131485432358,1344.4183331249574
2023-11-13,1360.4216104488776,1299.655759770061,1423.4070397007104
2023-11-14,1431.044651781535,1368.1583907547072,1497.9011093540914
2023-11-15,1458.0244157464906,1395.7526908902657,1522.5457511669538
2023-11-16,1400.5330908947174,1338.1809333046176,1461.219858198605
2023-11-17,1321.1524868530707,1261.7333810463278,1389.0653477600613
2023-11-18,1268.7315006301299,1208.5424010062877,1329.0589598757178
2023-11-19,1290.813561993736,1230.5140269472874,1348.0524169673595
2023-11-20,1369.7019521359925,1308.8681033832027,1427.5766453743263
2023-11-21,1439.1705482725145,1379.1853596485278,1502.2322192871457
2023-11-22,1464.896741778837,1402.6571498293963,1524.6585945540537
2023-11-23,1406.0828077994734,1342.9686714729717,1469.8292613399633
2023-11-24,1325.3433856505687,1262.8808301155575,1389.3000019939213
2023-11-25,1271.5740139398717,1208.1189233295431,1330.467555411486
2023-11-26,1292.3417868641452,1235.6628014668686,1357.101532065645
2023-11-27,1369.985547430025,1309.434762220559,1428.1694818162177
2023-11-28,1438.313701537644,1375.3689304398777,1494.8163300332435
2023-11-29,1463.0361754858168,1406.0338417114513,1522.5733282145309
2023-11-30,1403.3848719058003,1344.1558967147314,1467.822730509074
2023-12-01,1322.000308825916,1258.8185269209744,1383.6355443223083
2023-12-02,1267.799409210129,1203.4423490697907,1331.2167526568019
2023-12-03,1288.365528251877,1232.0648068668552,1346.5424339185795
2023-12-04,1366.0481517903788,1304.0044838347956,1428.5204404737315
2023-12-05,1434.6603637590943,1374.379158060449,1493.8360678588929
2023-12-06,1459.9106151284302,1397.678213461937,1525.1081090062908
2023-12-07,1401.0231549339542,1334.974590588831,1461.46229461606
2023-12-08,1320.624809202539,1259.5648796219728,1382.4134723555117
2023-12-09,1267.613071725666,1203.8417207708067,1327.084367409424
2023-12-10,1289.5465861705595,1226.6097894592478,1353.2852023564712
2023-12-11,1368.7454409209588,1308.854172594711,1429.782128507994
2023-12-12,1438.9893587386623,1380.4058716537731,1503.1125859883416
2023-12-13,1465.9502944857452,1397.3843672325688,1528.1170811555153
2023-12-14,1408.8137794021347,1349.8785076685808,1465.4595129336494
2023-12-15,1330.1666734070257,1266.6559422121081,1389.306170614658
2023-12-16,1278.8662634294783,1214.5674619523609,1338.3974032746341
2023-12-17,1302.4226330019878,1243.7516219942427,1366.4941531548998
2023-12-18,1383.1273348259765,1318.6329280457087,1442.58617822938
2023-12-19,1454.7251475222668,1396.1122690099244,1521.7583313420644
2023-12-20,1482.8566793105458,1423.7711034180631,1543.6901806180554
2023-12-21,1426.6804968015274,1364.3018866900543,1485.6976516061143
2023-12-22,1348.761547402718,1277.7326141004696,1407.8682074031258
2023-12-23,1297.940796070477,1237.5163566377541,1358.5830625865779
2023-12-24,1321.727115436975,1261.7416657524725,1382.4312237225467
2023-12-25,1402.3988140617041,1341.8216182521753,1458.802360444155
2023-12-26,1473.702853059416,1408.2958480155348,1529.4353066830108
2023-12-27,1501.2882381618363,1437.9392806126928,1561.7872041845026
2023-12-28,1444.3279058383346,1387.0843998687642,1505.3280218666396
2023-12-29,1365.406751918136,1303.7323833804764,1429.344678049368
2023-12-30,1313.3907348427372,1253.8375917912676,1374.3742649315523
2023-12-31,1335.8181076060882,1273.262126602343,1400.5349554938707
2024-01-01,1415.0001814025895,1354.6678555493393,1477.3646962100802
2024-01-02,1484.7196921788566,1423.065213110731,1548.0056374890876
2024-01-03,1510.6632802073448,1448.9184890916617,1568.7067699795894
2024-01-04,1452.0424258160501,1393.383989107243,1513.709444876665
2024-01-05,1371.4805150176326,1310.752997761843,1435.2180724340396
2024-01-06,1317.880992532926,1257.194995733133,1379.5937269752235
2024-01-07,1338.8176810448608,1281.1117003514616,1398.9423654383609
2024-01-08,1416.6346931809874,1355.3256611868856,1483.3472321971744
2024-01-09,1485.144029020725,1427.8948521656966,1547.7537504610493
2024-01-10,1510.0573883460677,1446.7449278148674,1572.302602685024
2024-01-11,1450.6065569321872,1389.4462461886026,1510.1940669723926
2024-01-12,1369.4300533831847,1310.6793098809237,1432.668260975071
2024-01-13,1315.441003105637,1251.4137623405709,1375.5799014056183
2024-01-14,1336.2173234568415,1279.2862199438507,1400.1267916789234
2024-01-15,1414.1016477881826,1353.2887698833572,1472.6043277825268
2024-01-16,1482.8938732136799,1423.466410809888,1546.4859791288281
2024-01-17,1508.2988808512487,1444.4151020272934,1568.3374610723358
2024-01-18,1449.5317254331856,1394.1954725143396,1508.3519426068199
2024-01-19,1369.210019547006,1306.5601187870084,1428.6210466435982
2024-01-20,1316.2224366759158,1255.4426932171923,1379.6659187619625
2024-01-21,1338.1196036163597,1272.9911089809482,1398.8475581383207
2024-01-22,1417.2147894979998,1354.4925748322837,1477.2485487549307
2024-01-23,1487.2824597435813,1427.7733345779293,1548.8585234093157
2024-01-24,1513.9911952991336,1454.2592135283744,1574.428067334115
2024-01-25,1456.5253039651102,1394.833665021089,1519.8110969554978
2024-01-26,1377.472775250955,1309.8177148853965,1437.904114871118
2024-01-27,1325.6945086455362,1260.1683827475856,1383.5013088442784
2024-01-28,1348.7158620755927,1287.8779006639597,1409.7255542765622
2024-01-29,1428.827911474284,1367.6544716448252,1490.0902574049705
2024-01-30,1499.7864762034362,1437.4248324058506,1560.7654817139307
2024-01-31,1527.2454000955877,1467.7583596860904,1593.8139747413197
2024-02-01,1470.3784076877114,1408.200605218343,1533.4652668743236
2024-02-02,1391.7671832150281,1336.2251193330071,1455.4757914524118
2024-02-03,1340.270601912873,1283.1610270537774,1400.4271187399486
2024-02-04,1363.416163451661,1304.069962307935,1427.6522543059036
2024-02-05,1443.5010247859652,1378.4365557403955,1504.607928550656
2024-02-06,1514.2906965300529,1450.9257665321538,1573.168993400391
2024-02-07,1541.451904726613,1477.9207037920119,1601.0396781113898
2024-02-08,1484.1739519765088,1425.121380210181,1546.5329176683986
2024-02-09,1405.0562417606895,1340.1363037446024,1462.1579619013926
2024-02-10,1352.9769131064559,1294.5950979517645,1415.6460594876846
2024-02-11,1375.4836538532006,1307.9432843878658,1438.1148924662182
2024-02-12,1454.8941084738792,1396.8674014197045,1517.8442691207797
2024-02-13,1524.9939629784844,1462.1719983713645,1585.2448199898677
2024-02-14,1551.4692028771537,1495.317250074615,1615.455771168916
2024-02-15,1493.5270117836258,1430.5865342976333,1560.1482503446884
2024-02-16,1413.7827543101012,1356.2475105146882,1478.3828649972395
2024-02-17,1361.1282374279785,1301.488897074533,1419.7652177820423
2024-02-18,1383.1222110643432,1323.470869384076,1448.0813938861418
2024-02-19,1462.0905544848258,1402.4700188125914,1527.0543578879494
2024-02-20,1531.8242352256384,1469.3583315250178,1595.0661538440343
2024-02-21,1558.0115612972272,1491.7198249049306,1622.5706201916182
2024-02-22,1499.8590752252073,1438.6696710702356,1559.5382285197163
2024-02-23,1419.9787637597142,1357.15439604138,1478.6157028790442
2024-02-24,1367.2565355746538,1309.00317092955,1431.792093335434
